+-------------------------------------------------------+
|                       Zipf's law                      |
+----------------------------+-------+-------+----------+
|            word            |  rank | count | constant |
|        permisesnote        |  7742 |   1   |   7742   |
|         capacités          |  7743 |   1   |   7743   |
|          fournies          |  7744 |   1   |   7744   |
|          anonymes          |  7745 |   1   |   7745   |
|         identifiés         |  7746 |   1   |   7746   |
|       dillustration        |  7747 |   1   |   7747   |
|          minimal           |  7748 |   1   |   7748   |
|           voter            |  7749 |   1   |   7749   |
|      dadministrateurs      |  7750 |   1   |   7750   |
|         darbitres          |  7751 |   1   |   7751   |
|       intermédiaires       |  7752 |   1   |   7752   |
|           purge            |  7753 |   1   |   7753   |
|        dhistorique         |  7754 |   1   |   7754   |
|          filtrant          |  7755 |   1   |   7755   |
|       problématique        |  7756 |   1   |   7756   |
|         lorsquelle         |  7757 |   1   |   7757   |
|          conflit           |  7758 |   1   |   7758   |
|        bureaucrates        |  7759 |   1   |   7759   |
|         examinent          |  7760 |   1   |   7760   |
|        candidature         |  7761 |   1   |   7761   |
|      dadministrateur       |  7762 |   1   |   7762   |
|        bureaucrate         |  7763 |   1   |   7763   |
|          valident          |  7764 |   1   |   7764   |
|         effectuant         |  7765 |   1   |   7765   |
|          concerné          |  7766 |   1   |   7766   |
|          arbitres          |  7767 |   1   |   7767   |
|           étudie           |  7768 |   1   |   7768   |
|         sanctions          |  7769 |   1   |   7769   |
|          blocages          |  7770 |   1   |   7770   |
|          évaluer           |  7771 |   1   |   7771   |
|          sitenote          |  7772 |   1   |   7772   |
|         posteriori         |  7773 |   1   |   7773   |
|           figaro           |  7774 |   1   |   7774   |
|             qu             |  7775 |   1   |   7775   |
|        fallacieuse         |  7776 |   1   |   7776   |
|         minnesota          |  7777 |   1   |   7777   |
|          réparées          |  7778 |   1   |   7778   |
|        persistaient        |  7779 |   1   |   7779   |
|         révisions          |  7780 |   1   |   7780   |
|         dominique          |  7781 |   1   |   7781   |
|           cardon           |  7782 |   1   |   7782   |
|           julien           |  7783 |   1   |   7783   |
|           levrel           |  7784 |   1   |   7784   |
|         attribuent         |  7785 |   1   |   7785   |
|          réussite          |  7786 |   1   |   7786   |
|        gouvernance         |  7787 |   1   |   7787   |
|           fondée           |  7788 |   1   |   7788   |
|        accessibles         |  7789 |   1   |   7789   |
|        récapitulant        |  7790 |   1   |   7790   |
|           scruté           |  7791 |   1   |   7791   |
|         automates          |  7792 |   1   |   7792   |
|        écrasements         |  7793 |   1   |   7793   |
|          messages          |  7794 |   1   |   7794   |
|          dinsulte          |  7795 |   1   |   7795   |
|          graffiti          |  7796 |   1   |   7796   |
|           style            |  7797 |   1   |   7797   |
|         cohérence          |  7798 |   1   |   7798   |
|           ajout            |  7799 |   1   |   7799   |
|          dénuées           |  7800 |   1   |   7800   |
|        offensantes         |  7801 |   1   |   7801   |
|        suppressions        |  7802 |   1   |   7802   |
|         délicates          |  7803 |   1   |   7803   |
|          repérer           |  7804 |   1   |   7804   |
|        suppression         |  7805 |   1   |   7805   |
|            spam            |  7806 |   1   |   7806   |
|          détecter          |  7807 |   1   |   7807   |
|         manifestes         |  7808 |   1   |   7808   |
|        dobjectivité        |  7809 |   1   |   7809   |
|        formulation         |  7810 |   1   |   7810   |
|         coauteurs          |  7811 |   1   |   7811   |
|        approfondie         |  7812 |   1   |   7812   |
|          suspects          |  7813 |   1   |   7813   |
|        corrections         |  7814 |   1   |   7814   |
|         effectués          |  7815 |   1   |   7815   |
|          apparaît          |  7816 |   1   |   7816   |
|          dexclure          |  7817 |   1   |   7817   |
|         labellisés         |  7818 |   1   |   7818   |
|         échappent          |  7819 |   1   |   7819   |
|         marginaux          |  7820 |   1   |   7820   |
|         avancement         |  7821 |   1   |   7821   |
|         surveillés         |  7822 |   1   |   7822   |
|         corrigées          |  7823 |   1   |   7823   |
|          repasse           |  7824 |   1   |   7824   |
|         contrôles          |  7825 |   1   |   7825   |
|        correcteurs         |  7826 |   1   |   7826   |
|        intégralité         |  7827 |   1   |   7827   |
|        déventuelles        |  7828 |   1   |   7828   |
|         rattachés          |  7829 |   1   |   7829   |
|           relus            |  7830 |   1   |   7830   |
|         complétés          |  7831 |   1   |   7831   |
|         passionnés         |  7832 |   1   |   7832   |
|        bénéficient         |  7833 |   1   |   7833   |
|         relectures         |  7834 |   1   |   7834   |
|           suivis           |  7835 |   1   |   7835   |
|          établit           |  7836 |   1   |   7836   |
|         labelliser         |  7837 |   1   |   7837   |
|            good            |  7838 |   1   |   7838   |
|        développées         |  7839 |   1   |   7839   |
|          testées           |  7840 |   1   |   7840   |
|         wikitrust          |  7841 |   1   |   7841   |
|          filtres           |  7842 |   1   |   7842   |
|        automatiques        |  7843 |   1   |   7843   |
|        nécessitant         |  7844 |   1   |   7844   |
|         relecture          |  7845 |   1   |   7845   |
|         incorporés         |  7846 |   1   |   7846   |
|          flagged           |  7847 |   1   |   7847   |
|        revisionréf         |  7848 |   1   |   7848   |
|         dintérêts          |  7849 |   1   |   7849   |
|         sintéresse         |  7850 |   1   |   7850   |
|           thèmes           |  7851 |   1   |   7851   |
|         décomptant         |  7852 |   1   |   7852   |
|        dannulations        |  7853 |   1   |   7853   |
|      modificationnote      |  7854 |   1   |   7854   |
|        annulations         |  7855 |   1   |   7855   |
|        controversé         |  7856 |   1   |   7856   |
|         diffèrent          |  7857 |   1   |   7857   |
|       manifestation        |  7858 |   1   |   7858   |
|         laudience          |  7859 |   1   |   7859   |
|        grandissante        |  7860 |   1   |   7860   |
|         présentées         |  7861 |   1   |   7861   |
|        récurrentes         |  7862 |   1   |   7862   |
|          spéciale          |  7863 |   1   |   7863   |
|         objections         |  7864 |   1   |   7864   |
|       fréquentesnote       |  7865 |   1   |   7865   |
|          filtrage          |  7866 |   1   |   7866   |
|       vulnérabilité        |  7867 |   1   |   7867   |
|         sabotages          |  7868 |   1   |   7868   |
|           jargon           |  7869 |   1   |   7869   |
|         laccusent          |  7870 |   1   |   7870   |
|       dincohérences        |  7871 |   1   |   7871   |
|         partialité         |  7872 |   1   |   7872   |
|         systémique         |  7873 |   1   |   7873   |
|       dantiélitisme        |  7874 |   1   |   7874   |
|         éditorial          |  7875 |   1   |   7875   |
|        sensibilité         |  7876 |   1   |   7876   |
|           lajout           |  7877 |   1   |   7877   |
|           dordre           |  7878 |   1   |   7878   |
|         concerner          |  7879 |   1   |   7879   |
|        différences         |  7880 |   1   |   7880   |
|      dinterprétation       |  7881 |   1   |   7881   |
|          déthique          |  7882 |   1   |   7882   |
|           cités            |  7883 |   1   |   7883   |
|        géographique        |  7884 |   1   |   7884   |
|          ethnique          |  7885 |   1   |   7885   |
|          régional          |  7886 |   1   |   7886   |
|       inconsciemment       |  7887 |   1   |   7887   |
|           prisme           |  7888 |   1   |   7888   |
|       décorrélation        |  7889 |   1   |   7889   |
|        qualitative         |  7890 |   1   |   7890   |
|      comparativement       |  7891 |   1   |   7891   |
|        anglophones         |  7892 |   1   |   7892   |
|          féminins          |  7893 |   1   |   7893   |
|         homologues         |  7894 |   1   |   7894   |
|         masculins          |  7895 |   1   |   7895   |
|          émaillé           |  7896 |   1   |   7896   |
|          lopinion          |  7897 |   1   |   7897   |
|        diffamation         |  7898 |   1   |   7898   |
